item_id	classification	issue	projects	evidence_or_note
awodey:10.3:def-t-algebra	PRESENT	-	-	Monad/Algebra.v:24 TAlgebra; Monad/Algebra.v:44 TAlgebraHom; Monad/Eilenberg/Moore.v:44 EilenbergMoore
awodey:10.3:prop6	PRESENT	-	-	Monad/Eilenberg/Moore/Adjunction.v:183 EM_Adjunction; Monad/Eilenberg/Moore/Adjunction.v:219 EM_Monad_agrees; Monad/Eilenberg/Moore/Adjunction.v:208 EM_join_agrees
awodey:10.4:def-comonad	PRESENT	-	-	Comonad/Core.v:169 duplicate_duplicate; Comonad/Core.v:160 extract_duplicate; Comonad/Core.v:164 fmap_extract_duplicate
awodey:10.5:construction-initial-algebra-recursion	PRESENT	-	-	Theory/Recursion.v:63 cata_commutes; Theory/Recursion.v:72 cata_unique; Instance/Coq/Lists.v:86 hom_is_fold
awodey:10.5:def8	PRESENT	-	-	Construction/FAlg.v:114 FAlg; Construction/FAlg.v:105 FAlgHom; Monad/Algebra.v:24 TAlgebra
awodey:10.5:prop12	PRESENT	-	-	Theory/Adamek.v:285 adamek; Theory/Adamek.v:107 AdamekData; Theory/Adamek/Corollaries.v:59 adamek_cocomplete
awodey:10:ex3	PRESENT	-	-	Monad/Comparison.v:123 Adjunction_Induced_Monad; Monad/Adjunction.v:48 Adjunction_Monad; Monad/Adjunction.v:84 Adjunction_Nat_Monad
awodey:10:ex4	PRESENT	-	-	Monad/Comparison.v:198 EM_Comparison_Forget; Monad/Comparison.v:151 EM_Comparison_Algebra; Monad/Comparison.v:186 EM_Comparison
awodey:10:ex9	PRESENT	-	-	Monad/Kleisli/Adjunction.v:157 Kleisli_Monad_agrees; Monad/Kleisli/Adjunction.v:125 Kleisli_Adjunction; Monad/Kleisli.v:38 Kleisli
7sketches:1.2.1:def14	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:ex16	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:ex17	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:prop19	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:ex20	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:example26	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.1:ex27	ABSENT	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.2.2:example49	PARTIAL	#754	6	Seven Sketches 1.2: Partitions of a set, and their correspondence with equivalence relations and surjections
7sketches:1.1.1:construction-systems	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.1:construction-join	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.1:ex4	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.2:construction-order	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.2:ex6	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.2:eq8	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.2.2:ex42	ABSENT	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.2.2:example52	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.2.2:ex53	PARTIAL	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.2.3:ex77	ABSENT	#755	6	Seven Sketches 1.1: The coarseness preorder on partitions, joins as least upper bounds, and the connectivity observation
7sketches:1.1.2:ex7	PARTIAL	#756	6	Seven Sketches 1.1: Joins in the two-element order — Cocartesian and Initial structure on _2, and the boolean reading of meet and join
7sketches:1.3.1:example88	PARTIAL	#756	6	Seven Sketches 1.1: Joins in the two-element order — Cocartesian and Initial structure on _2, and the boolean reading of meet and join
7sketches:1.2.3:prop78	PARTIAL	#757	6	Seven Sketches 1.2: Monotone maps into the booleans classify upper sets, with pullback along a monotone map
7sketches:1.2.3:ex79	PARTIAL	#757	6	Seven Sketches 1.2: Monotone maps into the booleans classify upper sets, with pullback along a monotone map
7sketches:1.2.2:example45	PARTIAL	#758	6	part: divisibility clause — the divisibility preorder on the naturals
7sketches:1.2.2:ex46	ABSENT	#758	6	Seven Sketches 1.2: The divisibility preorder on the naturals, with gcd and lcm as meet and join
7sketches:1.3.1:ex90	ABSENT	#758	6	Seven Sketches 1.2: The divisibility preorder on the naturals, with gcd and lcm as meet and join
7sketches:1.1:ex1	PARTIAL	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.2.1:example9	PARTIAL	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.2.1:ex10	ABSENT	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.2.2:example47	ABSENT	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.2.2:ex48	ABSENT	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.3.1:ex80	ABSENT	#759	6	Seven Sketches 1.2: The integers and the reals as ordered carriers, with comprehension subsets and structure-preserving maps
7sketches:1.4.1:example97	ABSENT	#760	6	Seven Sketches 1.4: The ceiling/multiplication Galois connection between the integers and the reals
7sketches:1.4.1:ex98	ABSENT	#760	6	Seven Sketches 1.4: The ceiling/multiplication Galois connection between the integers and the reals
7sketches:1.4.1:ex101	ABSENT	#760	6	Seven Sketches 1.4: The ceiling/multiplication Galois connection between the integers and the reals
7sketches:1.3.1:example83	PARTIAL	#761	6	Seven Sketches 1.3: Elementary calculus of meets and joins in a preorder — singletons, idempotence, monotonicity in the subset, and non-existence
7sketches:1.3.1:example84	PARTIAL	#761	6	Seven Sketches 1.3: Elementary calculus of meets and joins in a preorder — singletons, idempotence, monotonicity in the subset, and non-existence
7sketches:1.3.1:ex85	PARTIAL	#761	6	Seven Sketches 1.3: Elementary calculus of meets and joins in a preorder — singletons, idempotence, monotonicity in the subset, and non-existence
7sketches:1.3.1:example86	ABSENT	#761	6	Seven Sketches 1.3: Elementary calculus of meets and joins in a preorder — singletons, idempotence, monotonicity in the subset, and non-existence
7sketches:1.3.1:prop91	ABSENT	#761	6	Seven Sketches 1.3: Elementary calculus of meets and joins in a preorder — singletons, idempotence, monotonicity in the subset, and non-existence
7sketches:1.2.3:example68	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.2.3:ex69	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:construction-partition-galois-connection	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:example102	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:ex103	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:example104	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:ex105	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.2:ex106	ABSENT	#762	6	Seven Sketches 1.4: The partition Galois connection induced by a function — pushforward and pullback of partitions
7sketches:1.4.5:ex124	ABSENT	#763	6	Seven Sketches 1.4: Level shift — reflexive-transitive closure is left adjoint to the underlying relation
7sketches:1.4.5:construction-level-shift-rel-pos	PARTIAL	#763	6	Seven Sketches 1.4: Level shift — reflexive-transitive closure is left adjoint to the underlying relation
7sketches:1.4.5:ex125	ABSENT	#763	6	Seven Sketches 1.4: Level shift — reflexive-transitive closure is left adjoint to the underlying relation
7sketches:1.3.2:def92	PARTIAL	#764	6	Seven Sketches 1.3: Preservation of meets and joins by a monotone map, the one-way join comparison, and a right adjoint with a generative effect
7sketches:1.3.2:def93	ABSENT	#764	6	Seven Sketches 1.3: Preservation of meets and joins by a monotone map, the one-way join comparison, and a right adjoint with a generative effect
7sketches:1.3.2:ex94	ABSENT	#764	6	Seven Sketches 1.3: Preservation of meets and joins by a monotone map, the one-way join comparison, and a right adjoint with a generative effect
7sketches:1.4.3:example113	ABSENT	#764	6	Seven Sketches 1.3: Preservation of meets and joins by a monotone map, the one-way join comparison, and a right adjoint with a generative effect
7sketches:1.4.3:ex114	ABSENT	#764	6	Seven Sketches 1.3: Preservation of meets and joins by a monotone map, the one-way join comparison, and a right adjoint with a generative effect
7sketches:1.4.1:ex99	ABSENT	#765	6	Seven Sketches 1.4: Finite chains as preorders, and the non-crossing criterion for adjunctions between total orders
7sketches:1.4.1:remark100	ABSENT	#765	6	Seven Sketches 1.4: Finite chains as preorders, and the non-crossing criterion for adjunctions between total orders
7sketches:1.4.4:example121	PARTIAL	#766	6	Seven Sketches 1.4: Normalization as a closure operator on the reduction preorder
7sketches:1.2.3:example72	PARTIAL	#767	6	Seven Sketches 1.2: Dagger preorders are exactly equivalence relations, and skeletal ones are discrete
7sketches:1.2.3:ex73	ABSENT	#767	6	Seven Sketches 1.2: Dagger preorders are exactly equivalence relations, and skeletal ones are discrete
7sketches:1.2.3:remark74	PARTIAL	#767	6	Seven Sketches 1.2: Dagger preorders are exactly equivalence relations, and skeletal ones are discrete
7sketches:1.2.2:ex40	PARTIAL	#768	6	Seven Sketches 1.2: The preorder presented by a graph — reachability closure, the edgeless case, and transitive redundancy
7sketches:1.2.2:ex41	PARTIAL	#768	6	Seven Sketches 1.2: The preorder presented by a graph — reachability closure, the edgeless case, and transitive redundancy
7sketches:1.2.3:example76	PARTIAL	#768	6	Seven Sketches 1.2: The preorder presented by a graph — reachability closure, the edgeless case, and transitive redundancy
7sketches:1.2.3:example62	PARTIAL	#769	6	Seven Sketches 1.2: Cardinality as a monotone map from the powerset preorder to the naturals
7sketches:1.2.3:ex63	PARTIAL	#769	6	Seven Sketches 1.2: Cardinality as a monotone map from the powerset preorder to the naturals
7sketches:1.2.1:def22	PARTIAL	#770	6	Seven Sketches 1.2: Functions as total single-valued relations, their fibres, and the injective/surjective classification
7sketches:1.2.1:ex24	ABSENT	#770	6	Seven Sketches 1.2: Functions as total single-valued relations, their fibres, and the injective/surjective classification
7sketches:1.2.1:def-subset	PARTIAL	#671	6	also covered by existing issue
7sketches:1.2.1:example29	PARTIAL	#671	6	also covered by existing issue
7sketches:1.2.1:def-setops	PARTIAL	#445	6	also covered by existing issue
7sketches:1.2.1:ex11	PARTIAL	#445	6	also covered by existing issue
7sketches:1.2.1:def21	PARTIAL	#315	6	also covered by existing issue
7sketches:1.2.1:ex25	ABSENT	#247	6	also covered by existing issue
7sketches:1.2.2:remark31	PARTIAL	#223	6	also covered by existing issue
7sketches:1.2.2:example33	ABSENT	#223	6	also covered by existing issue
7sketches:1.2.2:remark43	ABSENT	#223	6	also covered by existing issue
7sketches:1.2.2:ex44	PARTIAL	#223	6	also covered by existing issue
7sketches:1.2.2:example45	PARTIAL	#223	6	part: totality clause — the naturals under their usual order as a TOTAL order
7sketches:1.3.1:example89	ABSENT	#223	6	also covered by existing issue
7sketches:1.2.2:remark35	PARTIAL	#374	6	part: skeletality — partial orders are exactly the skeletal preorders
7sketches:1.2.2:remark35	PARTIAL	#372	6	part: second half — every preorder becomes a poset by identifying mutually related elements
7sketches:1.2.2:example37	ABSENT	#647	6	also covered by existing issue
7sketches:1.2.2:ex38	ABSENT	#647	6	also covered by existing issue
7sketches:1.2.2:example50	PARTIAL	#382	6	also covered by existing issue
7sketches:1.2.2:ex51	PARTIAL	#382	6	also covered by existing issue
7sketches:1.4.3:example117	PARTIAL	#382	6	part: left-adjoint leg — the direct image of the apples-and-buckets triple
7sketches:1.4.3:example117	PARTIAL	#384	6	part: third leg — the dual (universal) image f_*
7sketches:1.4.3:ex118	ABSENT	#382	6	also covered by existing issue
7sketches:1.2.2:example54	ABSENT	#714	6	also covered by existing issue
7sketches:1.2.2:ex55	ABSENT	#714	6	also covered by existing issue
7sketches:1.2.3:example64	ABSENT	#714	6	also covered by existing issue
7sketches:1.2.3:ex65	ABSENT	#714	6	also covered by existing issue
7sketches:1.2.3:ex66	PARTIAL	#714	6	also covered by existing issue
7sketches:1.2.2:ex57	PARTIAL	#273	6	part: product clause — closure of preorders under products
7sketches:1.2.2:ex57	PARTIAL	#714	6	part: bonus clause — the preorder of UPPER SETS of the product preorder
7sketches:1.2.3:example60	PARTIAL	#234	6	also covered by existing issue
7sketches:1.2.3:example61	ABSENT	#234	6	also covered by existing issue
7sketches:1.3.1:example87	ABSENT	#685	6	also covered by existing issue
7sketches:1.4.1:def95	PARTIAL	#380	6	also covered by existing issue
7sketches:1.4.3:prop107	PARTIAL	#380	6	also covered by existing issue
7sketches:1.4.3:ex109	PARTIAL	#380	6	also covered by existing issue
7sketches:1.4.3:ex110	PARTIAL	#380	6	also covered by existing issue
7sketches:1.4.3:prop111	PARTIAL	#737	6	also covered by existing issue
7sketches:1.4.3:ex112	PARTIAL	#737	6	also covered by existing issue
7sketches:1.4.3:thm115	PARTIAL	#737	6	also covered by existing issue
7sketches:1.4.4:construction-closure-from-galois-connection	PARTIAL	#463	6	also covered by existing issue
7sketches:1.4.4:ex119	PARTIAL	#463	6	also covered by existing issue
7sketches:1.4.4:def120	PARTIAL	#463	6	also covered by existing issue
7sketches:1.4.4:example122	PARTIAL	#463	6	also covered by existing issue
7sketches:1.4.4:example123	PARTIAL	#463	6	also covered by existing issue
7sketches:1.2.1:def12	PRESENT	-	-	Instance/Rel.v:45 Rel; Instance/Rel.v:161 some_number
7sketches:1.2.1:def18	PRESENT	-	-	Lib/Setoid.v:32 Setoid; Theory/Isomorphism.v:187 iso_equivalence
7sketches:1.2.1:def28	PRESENT	-	-	Instance/Coq.v:120 Coq; Instance/Sets.v:162 setoid_morphism_compose
7sketches:1.2.1:example13	PRESENT	-	-	Instance/Proset.v:47 LessThanEqualTo_Category; Instance/Rel.v:161 some_number; Lib/Setoid.v:65 eq_Setoid
7sketches:1.2.1:example23	PRESENT	-	-	Theory/Isomorphism.v:149 iso_id; Theory/Morphisms.v:135 id_monic / id_epic; Instance/Sets.v:155 setoid_morphism_id
7sketches:1.2.2:def30	PRESENT	-	-	Instance/Proset.v:33 Proset; Construction/Enriched/Two.v:60 TwoPreorder; Theory/Category.v:282 hom_preorder
7sketches:1.2.2:def36	PRESENT	-	-	Construction/Free/Quiver.v:54 Quiver; Construction/Free/Quiver.v:431 FreeOnQuiver; Lib/TList.v:47 tlist' / tlist
7sketches:1.2.2:example32	PRESENT	-	-	Instance/Discrete.v:65 DiscreteCat_Discrete; Instance/Discrete.v:37 DiscreteCat
7sketches:1.2.2:example34	PRESENT	-	-	Test/Poset.v:139 Poset_two; Instance/Two.v:122 TwoHom_Y_X_absurd; Instance/Two.v:134 _2
7sketches:1.2.2:example56	PRESENT	-	-	Construction/Product.v:95 Product; Instance/Proset.v:33 Proset
7sketches:1.2.2:example58	PRESENT	-	-	Construction/Opposite.v:106 Opposite; Instance/Proset.v:33 Proset
7sketches:1.2.2:remark39	PRESENT	-	-	Instance/Lambda/Multi.v:74 multi_PreOrder; Theory/Category.v:282 hom_preorder; Construction/Free/Quiver.v:431 FreeOnQuiver
7sketches:1.2.3:def59	PRESENT	-	-	Construction/Enriched/Two.v:175 MonotoneMap; Construction/Enriched/Two.v:183 EnrichedFunctor_Two_monotone
7sketches:1.2.3:def75	PRESENT	-	-	Theory/Isomorphism.v:113 Isomorphism; Instance/StrictCat.v:56 StrictCat; Instance/Proset.v:33 Proset
7sketches:1.2.3:ex67	PRESENT	-	-	Instance/Discrete.v:52 DiscreteCat_Functor; Instance/Discrete.v:37 DiscreteCat
7sketches:1.2.3:ex71	PRESENT	-	-	Theory/Functor.v:258 Compose; Theory/Functor.v:247 Id; Construction/Enriched/Compose.v:49 EnrichedCompose
7sketches:1.2.3:prop70	PRESENT	-	-	Instance/Cat.v:142 Cat; Theory/Functor.v:258 Compose; Theory/Functor.v:247 Id
7sketches:1.3.1:def81	PRESENT	-	-	Structure/Limit/Product.v:51 IsIndexedProduct; Structure/Limit/Preservation.v:147 ump_colimit; Structure/Cartesian.v:136 ump_products
7sketches:1.3.1:remark82	PRESENT	-	-	Structure/UniversalProperty.v:175 univ_property_unique_up_to_unique_iso; Structure/UniversalProperty/Limit.v:141 LimitIsUniversalProperty; Theory/Subobject.v:93 sub_equiv_iff_mutual
7sketches:2.2.1:def2	PARTIAL	#771	6	Seven Sketches 2.2: Symmetric monoidal preorders — the class, strict versus weak axioms, and the thin-category reading of the induced equivalence
7sketches:2.2.1:remark3	PARTIAL	#771	6	Seven Sketches 2.2: Symmetric monoidal preorders — the class, strict versus weak axioms, and the thin-category reading of the induced equivalence
7sketches:2.2.1:example6	PARTIAL	#772	6	Seven Sketches 2.2: Every commutative monoid is a symmetric monoidal preorder on its discrete order
7sketches:2.2.1:ex8	PARTIAL	#772	6	Seven Sketches 2.2: Every commutative monoid is a symmetric monoidal preorder on its discrete order
7sketches:2.2.1:example9	ABSENT	#773	6	Seven Sketches 2.2: Refuting a proposed monoidal structure — the failure of monotonicity for poker hands and for multiplication on the reals
7sketches:2.2.1:ex5	ABSENT	#773	6	Seven Sketches 2.2: Refuting a proposed monoidal structure — the failure of monotonicity for poker hands and for multiplication on the reals
7sketches:2.2.1:example4	ABSENT	#774	6	Seven Sketches 2.2: The ordered-commutative-monoid recipe, and the reals under addition as a symmetric monoidal preorder
7sketches:2.2.4:example30	PARTIAL	#775	6	Seven Sketches 2.2: Monoidal structures on the arithmetic preorders — ℕ with + and ·, divisibility with ·, and the failures for + on divisibility and · on ℤ
7sketches:2.2.4:ex31	PARTIAL	#775	6	Seven Sketches 2.2: Monoidal structures on the arithmetic preorders — ℕ with + and ·, divisibility with ·, and the failures for + on divisibility and · on ℤ
7sketches:2.2.4:example32	ABSENT	#775	6	Seven Sketches 2.2: Monoidal structures on the arithmetic preorders — ℕ with + and ·, divisibility with ·, and the failures for + on divisibility and · on ℤ
7sketches:2.2.4:ex33	ABSENT	#775	6	Seven Sketches 2.2: Monoidal structures on the arithmetic preorders — ℕ with + and ·, divisibility with ·, and the failures for + on divisibility and · on ℤ
7sketches:2.2.5:ex45	PARTIAL	#775	6	Seven Sketches 2.2: Monoidal structures on the arithmetic preorders — ℕ with + and ·, divisibility with ·, and the failures for + on divisibility and · on ℤ
7sketches:2.2.2:def-valid-wiring-diagram	PARTIAL	#776	6	Seven Sketches 2.2: Wiring diagrams over a monoidal preorder — validity, the graphical-proof theorem, and the crossing-free fragment
7sketches:2.2.2:example14	ABSENT	#776	6	Seven Sketches 2.2: Wiring diagrams over a monoidal preorder — validity, the graphical-proof theorem, and the crossing-free fragment
7sketches:2.2.2:construction-graphical-proof	PARTIAL	#776	6	Seven Sketches 2.2: Wiring diagrams over a monoidal preorder — validity, the graphical-proof theorem, and the crossing-free fragment
7sketches:2.2.2:example19	ABSENT	#776	6	Seven Sketches 2.2: Wiring diagrams over a monoidal preorder — validity, the graphical-proof theorem, and the crossing-free fragment
7sketches:2.2.2:ex20	PARTIAL	#776	6	Seven Sketches 2.2: Wiring diagrams over a monoidal preorder — validity, the graphical-proof theorem, and the crossing-free fragment
7sketches:2.2.3:construction-mat	PARTIAL	#777	6	Seven Sketches 2.2: The chemistry monoidal preorder of material collections, and catalysis
7sketches:2.2.3:ex21	PARTIAL	#777	6	Seven Sketches 2.2: The chemistry monoidal preorder of material collections, and catalysis
7sketches:2.2.3:def-catalysis	ABSENT	#777	6	Seven Sketches 2.2: The chemistry monoidal preorder of material collections, and catalysis
7sketches:2.5.1:example86	ABSENT	#777	6	Seven Sketches 2.2: The chemistry monoidal preorder of material collections, and catalysis
7sketches:2.2.4:ex29	PARTIAL	#778	6	Seven Sketches 2.2/2.5: The two-element base Bool — both monoidal structures, closedness by implication, and Bool as a quantale
7sketches:2.5.1:ex84	PARTIAL	#778	6	Seven Sketches 2.2/2.5: The two-element base Bool — both monoidal structures, closedness by implication, and Bool as a quantale
7sketches:2.5.1:example85	ABSENT	#778	6	Seven Sketches 2.2/2.5: The two-element base Bool — both monoidal structures, closedness by implication, and Bool as a quantale
7sketches:2.5.2:ex92	PARTIAL	#778	6	part: Boolean clauses (1a)/(2a) — the Bool base
7sketches:2.5.2:ex93	PARTIAL	#778	6	Seven Sketches 2.2/2.5: The two-element base Bool — both monoidal structures, closedness by implication, and Bool as a quantale
7sketches:2.2.4:ex34	PARTIAL	#779	6	Seven Sketches 2.2/2.3: The three-element chain with min as a monoidal preorder, and categories enriched in it
7sketches:2.3.4:ex61	ABSENT	#779	6	Seven Sketches 2.2/2.3: The three-element chain with min as a monoidal preorder, and categories enriched in it
7sketches:2.2.4:ex35	PARTIAL	#780	6	Seven Sketches 2.2/2.5: The powerset monoidal preorder — intersection with the whole set as unit, indexed predicates, and whether it is a quantale
7sketches:2.2.4:ex36	PARTIAL	#780	6	Seven Sketches 2.2/2.5: The powerset monoidal preorder — intersection with the whole set as unit, indexed predicates, and whether it is a quantale
7sketches:2.5.2:ex94	ABSENT	#780	6	Seven Sketches 2.2/2.5: The powerset monoidal preorder — intersection with the whole set as unit, indexed predicates, and whether it is a quantale
7sketches:2.2.4:example37	ABSENT	#781	6	Seven Sketches 2.2: Cost, Lawvere's monoidal preorder of distances, and its opposite
7sketches:2.2.4:ex40	ABSENT	#781	6	Seven Sketches 2.2: Cost, Lawvere's monoidal preorder of distances, and its opposite
7sketches:2.2.5:def41	PARTIAL	#782	6	Seven Sketches 2.2: Monoidal monotones — a faithful lax level, the strong/strict trichotomy, and the oplax dual
7sketches:2.2.5:remark-oplax	PARTIAL	#782	6	Seven Sketches 2.2: Monoidal monotones — a faithful lax level, the strong/strict trichotomy, and the oplax dual
7sketches:2.2.5:example42	ABSENT	#783	6	Seven Sketches 2.2: Inclusion and floor as monoidal monotones between ℕ and ℝ
7sketches:2.2.5:construction-bool-to-cost	ABSENT	#784	6	Seven Sketches 2.2: The monoidal monotones between Bool and Cost
7sketches:2.2.5:ex43	ABSENT	#784	6	Seven Sketches 2.2: The monoidal monotones between Bool and Cost
7sketches:2.2.5:ex44	ABSENT	#784	6	Seven Sketches 2.2: The monoidal monotones between Bool and Cost
7sketches:2.3.2:thm49	PARTIAL	#785	6	Seven Sketches 2.3: Preorders are exactly Bool-categories — upgrading the two translations to a bijection
7sketches:2.3.2:ex50	PARTIAL	#785	6	Seven Sketches 2.3: Preorders are exactly Bool-categories — upgrading the two translations to a bijection
7sketches:2.4.2:remark71	PARTIAL	#786	6	Seven Sketches 2.4: The category of preorders, the category of Bool-categories, and the equivalence between them
7sketches:2.3.3:def53	PARTIAL	#787	6	Seven Sketches 2.3: Lawvere metric spaces as Cost-categories, and short maps as Cost-functors
7sketches:2.3.3:example54	ABSENT	#787	6	Seven Sketches 2.3: Lawvere metric spaces as Cost-categories, and short maps as Cost-functors
7sketches:2.3.3:ex55	ABSENT	#787	6	Seven Sketches 2.3: Lawvere metric spaces as Cost-categories, and short maps as Cost-functors
7sketches:2.4.2:example72	ABSENT	#787	6	Seven Sketches 2.3: Lawvere metric spaces as Cost-categories, and short maps as Cost-functors
7sketches:2.3.3:construction-weighted-graph-metric	PARTIAL	#788	6	Seven Sketches 2.3: Cost-weighted graphs and their shortest-path Lawvere metric space
7sketches:2.3.3:ex58	ABSENT	#788	6	Seven Sketches 2.3: Cost-weighted graphs and their shortest-path Lawvere metric space
7sketches:2.5.3:def100	PARTIAL	#789	6	Seven Sketches 2.5: V-matrices over a quantale, and the category Mat(V)
7sketches:2.5.3:equation101	PARTIAL	#789	6	Seven Sketches 2.5: V-matrices over a quantale, and the category Mat(V)
7sketches:2.5.3:def-identity-matrix	PARTIAL	#789	6	Seven Sketches 2.5: V-matrices over a quantale, and the category Mat(V)
7sketches:2.5.3:ex103	PARTIAL	#789	6	Seven Sketches 2.5: V-matrices over a quantale, and the category Mat(V)
7sketches:2.5.3:ex104	PARTIAL	#789	6	Seven Sketches 2.5: V-matrices over a quantale, and the category Mat(V)
7sketches:2.3.3:construction-graph-matrix	ABSENT	#790	6	Seven Sketches 2.5: The weight matrix of a V-weighted graph, and computing the presented V-category by matrix powers
7sketches:2.3.3:ex60	ABSENT	#790	6	Seven Sketches 2.5: The weight matrix of a V-weighted graph, and computing the presented V-category by matrix powers
7sketches:2.5.3:construction-matrix-powers	ABSENT	#790	6	Seven Sketches 2.5: The weight matrix of a V-weighted graph, and computing the presented V-category by matrix powers
7sketches:2.5.3:ex105	ABSENT	#790	6	Seven Sketches 2.5: The weight matrix of a V-weighted graph, and computing the presented V-category by matrix powers
7sketches:2.3.4:ex62	ABSENT	#791	6	Seven Sketches 2.3: Enrichment in the powerset and bottleneck quantales — V-weighted graphs beyond Bool and Cost
7sketches:2.3.4:ex63	ABSENT	#791	6	Seven Sketches 2.3: Enrichment in the powerset and bottleneck quantales — V-weighted graphs beyond Bool and Cost
7sketches:2.4.1:construction64	ABSENT	#792	6	Seven Sketches 2.4: Change of base of enrichment along a monoidal monotone
7sketches:2.4.1:example65	ABSENT	#793	6	Seven Sketches 2.4: Change of base along Cost → Bool — Lawvere metric spaces become preorders
7sketches:2.4.1:ex67	ABSENT	#793	6	Seven Sketches 2.4: Change of base along Cost → Bool — Lawvere metric spaces become preorders
7sketches:2.4.1:ex68	ABSENT	#793	6	Seven Sketches 2.4: Change of base along Cost → Bool — Lawvere metric spaces become preorders
7sketches:2.5.2:remark97	ABSENT	#794	6	Seven Sketches 2.5: Hausdorff distance between subsets of a V-category, and the failure of symmetry
7sketches:2.3.3:ex52	ABSENT	#794	6	Seven Sketches 2.5: Hausdorff distance between subsets of a V-category, and the failure of symmetry
7sketches:2.4.2:ex73	ABSENT	#795	6	Seven Sketches 2.4: Opposite, dagger and skeletal V-categories, and extended metric spaces
7sketches:2.4.3:def74	PARTIAL	#796	6	Seven Sketches 2.4: The V-product of V-categories, and where symmetry of the base is used
7sketches:2.4.3:ex75	PARTIAL	#796	6	Seven Sketches 2.4: The V-product of V-categories, and where symmetry of the base is used
7sketches:2.4.3:example76	ABSENT	#796	6	Seven Sketches 2.4: The V-product of V-categories, and where symmetry of the base is used
7sketches:2.4.3:ex78	ABSENT	#796	6	Seven Sketches 2.4: The V-product of V-categories, and where symmetry of the base is used
7sketches:2.5.1:def79	PARTIAL	#797	6	Seven Sketches 2.5: Symmetric monoidal closed preorders — the hom-element and the tensoring Galois connection
7sketches:2.5.1:ex82	PARTIAL	#797	6	Seven Sketches 2.5: Symmetric monoidal closed preorders — the hom-element and the tensoring Galois connection
7sketches:2.5.1:prop87	PARTIAL	#798	6	Seven Sketches 2.5: The calculus of a monoidal closed preorder, and its self-enrichment
7sketches:2.5.1:remark89	PARTIAL	#798	6	Seven Sketches 2.5: The calculus of a monoidal closed preorder, and its self-enrichment
